,reviews,sentiment
423,"I think ""Anyway..."" is a kick-ass movie. Really. Tom Barman spent like years making it, and it shows: every scene is polished, has a meaning,... I guess most agree on that. One thing many people tend to criticize is the ""lack"" of story. I'm afraid that that's an effect of us being overwhelmed with ""traditional"" storytelling, all the time. I mean: what you can achieve with a book, you can't achieve with a movie, what you can achieve with a movie, you cannot achieve it by just telling it to a buddy. The problem is that we're so used to movies, series,... to be just a filmed version of a story; a visual recording of events -just like when you watch the news- that we expect every movie to have this epic characteristics: a strong storyline with a lot of unusual events. And I stress the idea of ""unusual events"": most people see on TV in the news, in movies, series,... very unusual things, once-in-a-lifetime situations. And here, in ""Anyway..."", there are unusual events, but not in the same ""hollywood big explosion"" kind of way: guy gets fired, couple back together, car gets stolen... and of course very usual things. And that's strong: just being able to appreciate all of that, that universe, that's art. And I agree that especially what can only be achieved in movies, that atmosphere created by the score and the photography is put central. But not like in traditional visual movies (visual blockbusters such as the Matrix); it serves the characters and remains deeply human. I mean, in every shot you feel the love that Tom Barman has for Antwerp and urban lifestyle. And he has no point with this movie, like to ""learn"" us something; and he has no big story to tell with incredible scenario twists. He just shows everyday people with everyday lives, he shows a city, all with their good and bad sides and says: this is us, that's our city, that's life, let's enjoy it. So basically, ""Anyway..."" is not only that super groovy movie, it also has a much stronger ""message"" (it's not explicit, maybe even not intended) than most movies how really intend to pass a message. One drawback: now, we'll have to wait five years to see the next Barman pic, and everyone will expect so much of it...",1
424,"Spoiler Alert Well I think this movie is probably the worst film ever made. Probably in the style of Ed Wood(without the heart). The lightning is terrible. The music is very bad(piano and orgue... come on!). The acting is... well there is no acting!<br /><br />There's a guy who actually goes in the wood to search for his missing wife and take the time to have sex with a stranger.<br /><br />The killer is a fat, unscary clown who couldn't outrun a turtle!<br /><br />Every members of the cast is stupid and the director put every clichés of slashers movies in the film without effort.<br /><br />The end is so far the most stupid ever made. Think about it: The guy(ken hebert) who's acting skill is about the same as his writing(he's the brain behind this flop) invite a co-worker and two of his friends to his cabin for the week-end and kills them... On monday morning he goes back to is office like nothing happen.<br /><br />The tragedy is that Mr.Hebert try to make us beleive that it's a family affair that goes on for generation(his uncle is the clown killer)<br /><br />So of course NO cops are gonna question him after his co-worker goes missing...<br /><br />WHATEVER.<br /><br />",0
425,"A man readjusts to life alone after 45 years of marriage. He also has to solve the problem of the family milch cow, Tulip, which refuses to allow itself to be milked. Until, that is, he visualizes his wife who was the one who used to milk Tulip.<br /><br />Tulip is based on a real story told in Griffith's family, of her grandparents' generation. The film is a nostalgic look back at a disappearing way of life, one where people still felt some sense of responsibility for each other, set in the lush green Victorian (the Australian state, not the era) countryside.<br /><br />Writer and director Griffiths evidently has further ambitions in both areas, and this multiple award-winning 15-minute short is a fine beginning to her reel.",1
426,"I really didn't have high expectations and I must admit that I wasn't disappointed. This movie is so terrible that I felt obligated to register an account here at IMDb just to warn others not to waste their time. The storyline is terrible and you keep asking yourself throughout the movie ""can it get any worse?"" YES, it can! somehow they manage to make it worst by every minute and you end up thinking ""I want my 1 hour 35 minutes back!"". Somebody got to pay for this! <br /><br />I dare you to find a movie which is worst that this...<br /><br />I really didn't have high expectations and I must admit that I wasn't disappointed. This movie is so terrible that I felt obligated to register an account here at IMDb just to warn others not to waste their time. The storyline is terrible and you keep asking yourself throughout the movie ""can it get any worse?"" YES, it can! somehow they manage to make it worst by every minute and you end up thinking ""I want my 1 hour 35 minutes back!"". Somebody got to pay for this! <br /><br />I dare you to find a movie which is worst that this...",0
427,"... than this ;-) What would happen if Terry Gilliam and Douglas Adams would have worked together on one movie? This movie starts with a touch of Brazil... when, at a certain point, the story moves straight into the twilight zone... bringing up nothing new, but just nothing... and nothing is great fun! When Dave and Andrew starts to explore their new environment the movie gets really enjoyable... bouncing heads? well... yes ;-) <br /><br />anyway... this movie was, imho, the biggest surprise at this year's FantasyFilmFest...<br /><br />Just like in Cube and Cypher Natali gave this one a minimalistic, weird but very special design, which makes it hard to locate the place of the story or its time... timeless somehow...",1
428,"Lordi was a major hype and revelation in 2007 because they won the Eurovision Song Contest with a (not-so-heavy) metal song called ""Hard Rock Hallelujah"" and appeared on stage dressed like hideous monsters. But, let's face it, their victory most likely had very little to do with their great musical talents. The Eurovision contest gradually turned into one big political circus over the years and Lordi probably just won because their song finally brought a little change and  even more importantly - because their whole act sort of ingeniously spoofed the whole annual event. The absolute last thing Lordi's first (and hopefully last) horror film brings is change and ingenuity. ""Dark Floors"", based on an idea of the lead singer and starring the rest of the band in supportive roles, is a truly unimaginative and hopeless accumulation of clichés. The immense budget (""Dark Floors"" supposedly is the most expensive Finnish film ever) definitely assures greatly macabre set pieces and impressive make-up art, but what's the point where there's no story that is worth telling? The film takes is set in a busy hospital where a bunch of people, among them a father and his young daughter with an unidentifiable illness, become trapped in the elevator during a power breakdown. When the doors open again, the floors are empty and it looks as if the hospital lies abandoned since many years already. Trying to reach the exit, the group stumbles upon several morbid and inexplicable obstacles, like eyeless corpses, screaming ghosts and Heavy Metal monsters emerging from the floors. The only three points I'm handing out to ""Dark Floors"" are exclusively intended for the scenery and the adequate tension building during the first half of the film. For as long as the sinister events don't require an explanation, the atmosphere is quite creepy, but as soon as you realize the explanation will a) be very stupid or b) never come, the wholesome just collapses like an unstable house of cards. Lordi's costumes never really were scary to begin with (except maybe to traditional Eurovision fans) and, in combination with a story more reminiscent to Asian ghost-horror, they just look downright pathetic and misfit. With all the national myths and truly unique exterior filming locations, I personally always presumed Finland  The Land of a Thousand Lakes  would be the ideal breeding ground for potentially horrific horror tales, but I guess that's another disillusion on my account.",0
429,"This movie could have been so much better, especially considering the talent. Larenz Tate's portrayal of Frankie Lymon was not good, especially in musical performances. He doesn't lip sync well and his stage mannerisms are Larenz Tate, when he should have been Frankie Lymon. The portrayal of the women as a bunch of gold diggers has Hollywood written all over it. The powers that be obviously pushed it, but it only made the characters more unrealistic. The positives of the movie were Miguel Nunez's portrayal of Little Richard, and the cameo of Little Richard himself. Lela Rochon is eye candy, as usual, even in a conservative role. It's too bad that the talents of Halle Berry and Vivica A. Fox were wasted. The whole Frankie Lymon saga was fascinating in real life. Too bad this film was a wasted opportunity.",0
430,"An Avent-garde nightmarish, extremely low-budget ""film"" that has delusions of grandeur. Hard to sit through. I get the message that child abuse is wrong. Wow big revelation. I had no clue it was wrong before viewing this. Yes that's sarcasm. DON'T watch this ""film"" if you're offended by nudity of either the male or female gender. DON'T watch it if you're the least bit squeamish. DON'T watch it if you care about acting. On second thought just DON'T watch it period.<br /><br />My grade: D-<br /><br />DVD Extras:making the movie , the premiere,interview with Kristie Bowersock, deleted scenes, movie stills, Director's commentary, 2 versions of the teaser trailer, music video by The Azoic, & a classroom video experiment",0
431,"As did others in this forum, when ""Fobidden Planet"" was offered in 1956, I rushed to see it. This story is an interesting phenomenon I suggest because young, old, male, female, sci-fi experts and people who find such fare 'way out"" all can follow and enjoy this film's story and plot lines very well. This is the first movie set on a planet other than Earth in the 20th Century other than serials such as ""Flash Gordon"". Leslie Nielsen was vocally a bit weak for his role, at that time, but Walter Pigeon, Marvin Miller, Anne Francis, Richard Anderson, Earl Holliman and especially Warren Stevens all acquitted themselves very well. There are so many visual splendors in this one, it's hard to choose a favorite from the film's scenes. The approach to Altair-4, the starship itself, the landing on the planet's alien surface, the descent via extensor stairs, the first view of the landscape, the approach of the rocket-sled, Dr. Morbius's house seen from without and from within, the underground complex and its wonders, the setup of the weaponry, the battle with the monster, the final approach of the unseen destroyer,the escape from the doomed planet--all these scenes are etched into the viewer's mind because we discover them along with the participants. Veteran Cyril Hume's literate script was filmed intelligently by long-time director Fred McLeod Wilcox with clarity and imagination. it is a shock to realize there's no music at all; the film is carried by the words, the actors and the mystery-revelation storyline. It can be watched again and again with pleasure--I have been doing so for nearly fifty years. Until this famous and well-loved film was created, no film had tried to imagine a world beyond Earth; and for decades afterward, ships kept crashing back on the planet--as if the writers' imaginations were failing and causing the crashes. Still the best, many say. That says something negative about this nation's so-called intellectual leaders' imaginations--and something very positive indeed I suggest about those who made this gem.",1
432,"PROBLEM CHILD is one of the worst movies I have seen in the last decade! This is a bad movie about a savage boy adopted by two parents, but he gets into trouble later. That Junior can drive Grandpa's car. He can scare people with a bear. He can put a room on fire! It is a bad movie as much as BATTLEFIELD EARTH. A sequel is an even worse fate. Rent CHICKEN RUN instead.<br /><br />*1/2 out of **** I give it.",0
433,"For a film about a killer this is surprisingly dull.<br /><br />Nothing much happens and even when things do happen they don't generate any real excitement or interest.<br /><br />The acting is good from the two leads, Cassetti in particular delivers a great performance combining the certainty and stupidity of Succo but the rest of the cast also do what they need to.<br /><br />The problem is that there is poor writing and direction and the fact that as a true story it isn't interesting, Succo is not a unique character, he isn't interesting or exciting.<br /><br />Films of this sort normally try to generate tension or empathy or outrage and this generates nothing except a feeling of regret that you wasted your time watching it.",0
434,"This oddity in the new DORIS DAY COLLECTION doesn't really need to be included as she is only in the film for less than 30 minutes. What she does do however, is shine when she's on screen. The near plot less movie is just an excuse to showcase some Warner contract players of the day. JANCIE RULE shows promise and it's a shame she didn't become a big star. RUTH ROMAN handles the role of the ""go-getter"" with aplomb. Better if this was in color. The Travis Air force base locations with some rear projection work well. What's best about the movie are some wonderful musical interludes. If you enjoyed THANK YOUR LUCKY STARS and Hollywood CANTEEN you'll like this one.",0
435,"The British claymation series putting ""witty"" conversations taped from ""average"" people in the mouths of ""cute"" fanciful creatures at least had the advantage for non-British viewers of seeming droll and the kind of rarefied cultured humor you couldn't get on U.S. television. Someone made the mistake of PUTTING it on U.S. television.<br /><br />Sort of like the sadly miscast American version of the sublime Brit-com COUPLING which died in a month on NBC when the same basic scripts didn't ""translate"" from British English to American English, what seemed droll and cultured (and just a BIT dull) in England, comes across in CREATURE COMFORTS, the American Version, as simply boredom with puppets. There's no through plot-line, no characters and after one and a half episodes watched (of the three ultimately aired), no reason to suffer through more.<br /><br />The only positive thing to be said about the new summer series and the mercifully brief run it had is that the claymation is at least professionally done and coming as a set-up for the single worst show on the CBS schedule, The New Adventures of Old Christine (or ""how to be a HORRIBLE mother - or person - in one interminable, unfunny lesson""), kids who wanted to stay up past their bedtime happily ran to bed rather than sit through this show, and the adults could wait to tune in until 9pm when ""Two and A Half Men"" (guilty pleasure) and ""How I Met Your Mother"" (actual quality writing) come on.",0
436,"This film about secret government mind experiments and the corrupt use of the citizenry by secretive and vile shadowy figures had the potential for being a really interesting movie. But for me, it failed. I won't elaborate much on the rather confusing plot line, but if you are looking for a detailed explanation, the comment by user ""reluctantpopstar"" gives a good description of it.<br /><br />But it didn't work for me. I found it slow, which would be okay but for the fact that it seemed to go nowhere. The viewer is left in the dark about too many things to really be able to get a handle on this movie-in some films, one can argue that the filmmakers intended to provoke thought and left things ambiguous for that reason. I don't think that this is the case here.<br /><br />As for the frequent long shots of two buildings that have been frequently mentioned by other users...I see that they do have a point-they give the viewer time to get another drink without missing any of the ""action"". And I suspect many viewers would welcome the opportunity to have several beverages on board to get through this one.",0
437,"Quite possibly. How Francis Veber, one of the best comedy directors in the world (at least when sticking to his native France), managed to turn in a film so completely unwatchable is beyond the reason of mere mortal man to discern. It's not just that the characters are so unlikeable or that the film is so utterly devoid of even the lowest form of wit: it's genuinely physically painful to watch, such an endless parade of inept writing, acting and film-making that you cannot believe this is the work of experienced - and talented - filmmakers. For once the near-eternity spent in the cutting room and on the shelf before its blink-and-you'll-miss-it theatrical release tells the whole story. What were they thinking?",0
438,"Unless I'm sadly mistaken, I rented A Nightmare on Elm Street 3 several years ago and there was a music video, I'm pretty sure which was called Dream Warriors, at the end of it, and I rented this one on DVD hoping that the video would be there because it was one of the funniest things I've ever seen. It's amazing how stuff from the 80s is so funny now, but nothing is funnier than 80s rap videos. There was this rap group singing that song Dream Warriors on the VHS version of this movie after the credits, and they're all wearing like denim jackets with no shirt underneath and form fitting jean shorts that are all frayed at the bottoms like Daisy Dukes. What could make a rap group look more foolish I can't imagine.<br /><br />(spoilers) At any rate, I was disappointed in looking for that video on the DVD version, so all I had was this mediocre installment in the Freddy Krueger series. The movie sort of starts off with the same idea as part 2, with the main character witnessing all kinds of gruesome murders and then sort of coming out of a trance and finding himself with the bloody hands. Kristen Parker (Patricia Arquette) has a nightmare about the infamous house that Nancy Thompson used to live in, then runs to the bathroom, the sink's handles turn into Freddy's hands and attack her, and then she wakes up standing in her bathroom having slit her own wrists. From there, the movie turns into the usual mental hospital installment. <br /><br />`Larry' Fishburne, tired of always playing the bad guy in his roles, was happy to take on the role in this film as a nice-guy orderly, stern but accommodating when the patients want to bend the rules a little. Not surprisingly, he turns in what is by leaps and bounds the best performance in the movie. Arquette later goes on to become an accomplished actor, but had not perfected her acting skills when she starred in this film. The characters in the movie are mostly all patients at the mental hospital that Kristen is placed into after cutting her wrists. All of them are cynical and uncooperative, almost none believing that they really belong there at all. Eventually, they realize and are able to convince the staff that they are all having dreams about the same man and it's not just some kind of group hysteria.<br /><br />Heather Langenkamp has returned in her famous role as Nancy Thompson, this time grown up into a dream researcher as a result of her childhood experiences involving Freddy Krueger. Not surprisingly, she is able to quickly relate to the hysterical Kristen and the rest of the patients, since she had experienced exactly what they're going through. There are some interesting murders in this installment, and the technology used for the special effects have taken a huge jump. There is a gigantic, worm-like Freddy that tries to swallow Kristen whole, there is a scene where a television turns into Freddy and with mechanical arms he picks up one of the patients there for some late night entertainment and punishes her for sitting too close to the TV, but there is also an unconvincing go-motion scene where a couple guys have a fight with Freddy Krueger's skeleton, which has been rotting in the trunk of some car in a car junkyard. And one of the more groan-inducing scenes was one where Freddy attacks one of the patients in his dream (the one famous for sleepwalking), tearing the muscles and tendons out of his arms and legs and leading him around like a puppet. Ouch.<br /><br />We get a peek into Freddy's past in this installment. Not only do we meet his mother, but we also find out the circumstances that led to Freddy being fathered by more than 100 maniacs. In fighting Freddy, the patients all band together and, in their dreams, use their special powers (most of which reflect their shortcomings in real life) to fight him. One student, bound to a wheelchair, is able to walk in his dreams, another has the hilarious powers of what he calls the `Wizard Master,' another is `beautiful and bad' (she has lots of makeup, her hair stands up in a foot-high Mohawk, and she has knives). Clever, but the movie falters when it has only one of the patients, the one who can't speak, not have any powers in his dreams until the climax of the movie, when he suddenly realizes that he can talk in his dreams (at just the right moment to save the day). His dream power was a little too obvious to have been left out for that long, but collectively, now you see why the movie was subtitled Dream Warriors.<br /><br />Altogether, this is not an entirely weak entry into the series. The acting is pretty shoddy, but it's actually pretty good for a horror movie. Larry Fishburne vastly overshadows the rest of the cast, displaying wonderful acting skills early on in his career, and the movie is not simply a rehash of either of the first two  a problem that plagues the Friday the 13th movies much more than the Elm Street films. The characters are never developed enough to allow for the later creation of much tension, which is why most of the deaths come across more as creative ways to kill off someone in a horror film than the tragic loss of the life of one of the characters that we've come to know and root for their triumph over evil. But then again, not a lot of horror movies take the time to really develop their characters to the point where you throw up your hands in defeat when they are killed, or are on the edge of your seat as they run for their lives. But it's important to note that the few horror films that actually do that are almost invariably the best ones",0
439,"Several years ago when I first watched ""Grey Gardens"" I remember laughing and finding it hilarious camp. Years later I still laugh out loud when I watch it, but after many viewings I've come to see the beauty in the strange, twisted relationship between the inseparable ""Big"" Edith Bouvier Beale and her daughter ""Little"" Edith Bouvier Beale.<br /><br />Mother and daughter living together in their decaying 28 room East Hampton mansion add a whole new meaning to the term ""Shabby Chic"". With innumerable cats, raccoons and opossums as roommates this Aunt and Niece of Jackie O. allowed filmmakers Albert and David Maysles into their mansion to film them living life day to day. The result is a hilarious, beautiful, sad and moving account of true love and anarchy rule.<br /><br />The relationship between Big and Little Edie is a testament to the unbreakable bonds of love. And their lives an example of drive, determination and free-will. This movie has more to recommend it than I can put down into words. It is a rare experience that you must see for yourself.<br /><br />",1
440,"The film as entertainment is very good and Jimmy Stewart is excellent as Chip Hardesty, with well done co-starring turns by Vera Miles and Murray Hamilton. But the film, directed by legendary director Mervyn Leroy, was constantly vetted and script approval as well as every aspect of the film, down to clothing, was closely watched and controlled by J. Edgar Hoover. Not that J. Edgar Hoover didn't have something to be proud of. His management of the bureau from 1924 to his death crated on of the finest investigative services in the world. But by 1959 Hoover was already beginning to worry about being forced out and had already started to collect dossiers on powerful people to make sure and protect his little kingdom. And he was determined to make sure that no motion picture showed even a single wart about the bureau. The films shows only continued successes and glosses over the failures which occurred, and the bureau's part in the witch hunts of the early 1950's. Enjoy the story, but with tongue firmly in cheek.",1
441,"This episode is a bit confusing. Some people say that you have to start from the very beginning but I have to say I was a bit confused from the beginning!<br /><br />Clark gets a blow to the head and wakes up on the floor of Fairview Mental Institution and is made fun of for believing that he's a superhero. Clark is told that the life that he knew was all in his head. Delusional. He also find some things that are unusual: Martha's married to Lionel; Lex is bound to a wheelchair with his limbs cut off after his accident on the bridge; and Lana is devoted to Clark. But he finds one familiarity; someone else who's devoted to Clark: Chloe. He also finds that a mental patient is also from the known world of Smallville. And the doctor is an escapee from the Phantom Zone.<br /><br />This episode reminds me right back to a Buffy episode called ""Normal Again"" where Buffy begins to have vivid-daydreams about a mental asylum. The doctor tried to convince her that all that she knew was a figment of her imagination and that she was, in fact, crazy. Her parents were still married, they still lived in LA, her friends didn't exist, Angel was never her boyfriend and she didn't have a sister called Dawn. Demons and vampires also didn't exist. Both episodes are a bit sad because doctors aren't just telling the characters that it's all a figment of her imagination but it tells us what it really is: fiction, and it brings us back to reality. It's nice, though, to have a sense of reality every once in a while, but we watch these shows to escape from reality. It's again nice because the characters have to overcome new challenges.",1
442,"I thought this move was very good. There were a few things that were less than perfect, but overall, I was quite surprised. The courtroom scene in the end seemed a little unrealistic, but was real enough to be entertaining. I found that the movie communicated the hardships of going though military training and the sacrifices that go along with it. Being a military pilot I could relate to many of these parts.",1
443,"This movie was worth five punches on my ""hurter card"". I saw this while stationed in Virginia in the mid '70's. I saw it alone so I was not distracted while I watched it. It sucked. It was the most ridiculous, total waste of celluloid I've ever seen.<br /><br />I know that others who have reviewed this movie have thought that it was awesome. I offer you this: if it was so awesome what was it's box office take? End of discussion.",0
444,"Like the great classic Bugs Bunny cartoons, this movie has humor at different levels. I just introduced this to my 10 year old daughter and 11 year old son. Both enjoyed the movie - busting out laughing quite a few times... and my daughter is not much of a sci-fi fan. The movie kept me laughing despite having seen a few times... the adult-level humor (that is, humor that adults will get simply because of greater life experiences, no baudy or R-rated stuff to be found here) keeps the movie equally enjoyable for adults. For example of the adult level humor, the Martian voices are based on characters of different movies/actors. The Martian pilot, Blaznee, has the voice and mannerisms of Jack Nicholson; the scientist, that of Peter Seller's Dr. Strangelove. The special effects are surprisingly good for this film. The lack of top 10 actors actually works in the movie's favor, and the actors/actresses play their part well - in fact I would say the producers picked out actors and their skills for the roles' needs over box-office draw power (an excellent example is Wayne Alexander's ""Vern"" character). I had to write this review... the kids are playing this for the 3rd time in 4 days over dinner right now. Good for a rainy day or a late night weekend there's-nothing-on-and-I'm-bored movie.",1
445,"Exceedingly complicated and drab. I'm a bright guy, but this was just too much for a tired brain. It would really benefit from a few early clues as to who these people are and what they are doing. Probably better for the US market. GC himself hinted that this alone did not supply his Oscar and you can see why.<br /><br />Still the sand dunes are pretty. The nail pulling is nasty. The attorneys drunk dad is a mystery. The cricket is good to see.<br /><br />Very difficult to write the required ten lines on this, despite it being over 2 hours long. Thank heavens they shortened it. Admittedly we don't get to the pictures much, but the last film we saw, Walk the Line, was 10 times better and I don't really like Johnny Cash. My wife says George still looks good with the beard and a few extra pounds so there's that.....am I nearly there yet ?<br /><br />How about now",0
446,"I watched both Bourne Identity and Bourne Supremacy on DVD before seeing this in the theater. I'd been waiting for this since before they started filming. I wasn't disappointed.<br /><br />Minor spoilers below- <br /><br />Overall it was good, but it also lacked the continuity of the first two. Identity and Supremacy both flowed gracefully between adrenaline rush action to introspective drama. This movie felt choppy at times. The plot-building down-times were slightly too drawn out. That caused the following action to feel too frenetic.<br /><br />Camera: Speaking of frenetic, the trademark Greengrass shaky cam was present and very annoying to me. I know its has been talked/whined about to nausea on the message board, but it doesn't mean it's not relevant. All the martial arts training the actors went through was totally wasted. The ridiculous camera cuts and wiggling camera ruined most of the fighting in the movie. It is a cheap, student director trick to make the film feel unsettled. I'd expect those techniques to be used in some horror flick made for high school kids, but not in this classy, adult, action series. Too much extreme close-up also. Do some framing. Get some interesting shots. Constant close-up feels like lazy directing to me.<br /><br />Story: The story was VERY confusing at first. They thrust new names and faces upon you from the get go. Gave me the feeling that you get when you come into a movie late and know you've missed some crucial information. Felt rushed or compressed for time reasons. After you catch up however the story is quite good. It's enjoyable following leads along with Bourne. HOWEVER, I did NOT care for the whole last scene of Supremacy (Landy/Bourne on the phone) being in the middle of Ultimatum thing. It basically makes the movie a half-prequel. I thought that was awkward.<br /><br />Cast/Characters: The star of the movie is the action. Obviously there are only two originals left. Bourne and Nicky Parsons. Them teaming up was kind of odd to me. I think they just wanted to give Bourne someone to protect to and confide in. Unless I completely missed something, they never even tell you why they teamed up. The other assassins in the movie were pretty quiet. This felt like Gilroy/Greengrass/whoever wanting to not leave open ends. Understandable but disappointing. Seriously, Damon with Clive Owen in Identity and Marton Csokas in Supremacy.. Those scenes were phenomenal. These assassins are as uninteresting as Castel (the first fella Bourne fights in Identity). The cast in general has degraded as the the series went on. Clive Owen was practically an afterthought. That's a measure of strength for that first cast. The second, they basically trade Chris Cooper for Joan Allen.... Not exactly equal. This one trades Brian Cox and Franka Potente for 3 actors to be named later. Nothing against David Strathairn, Scott Glenn, or Albert Finney, but they're not the first names that come to mind for this kind of series. Aside from a couple pauses that seemed to long, the acting was right on.<br /><br />As a whole, it was successful. Felt like they wanted to get the series over with though. If they would have trimmed or rearranged the slower parts, eliminated Scott Glenn's part entirely, zoomed out, and taken the camera away from the seizure victim, it would have been perfect.<br /><br />ENDING SPOILER<br /><br />I don't see why they leave Bourne alive at the end. It was my understanding this was the conclusion. They clearly made reference to the very beginning of the series with his silhouette floating motionless. I thought that was going to be it. A full circle type of ending. I did like Nicky reacting to the news report though.<br /><br />SPOILER SPECIFICS WARNING - QUOTE FROM MOVIE BELOW -<br /><br />Bourne's last line at the end ""Look at this.. Look at what they make you give."" quoting the first assassin he killed, I loved that. The final scene was great. (Except that it was Vosen {Strathairn} that shot at Bourne. Why would he do that? Just out for vengeance? If he was angry enough to murder, why not shoot Pamela Landy after she faxes his top secret file? That didn't make sense.)",1
447,"One word can describe this movie and that is weird. I recorded this movie one day because it was a Japanese animation and it was old so I thought it would be interesting. Well it was, the movie is about a young boy who travels the universe to get a metal body so he can seek revenge. On the way he meets very colorful characters and must ultimately decide if he wants the body or not. Very strange, if you are a fan of animation/science-fiction you might want to check this out.",1
448,"I originally saw this movie as a boy at the old Rialto Theatre as part of a Saturday afternoon matinée triple bill which also featured Vincent Price's ""Last Man on Earth"" and Mario Bava's ""Nightmare Castle."" I had nightmares about blood lusting ghosts for a week afterwards! Though I didn't know it then, all three movies would prove to be classics of the genre. No wonder I was so scared! Though all three films frightened me, it was Castle of Blood that had the most profound impact.<br /><br />It was the first on the bill. I didn't even get to see it from the beginning as we were late getting to the cinema and missed the first 20 minutes of the movie. That's lot to miss since the edited print only ran about 79 minutes (the unedited runs 87minutes). But despite this, the dark creepy atmosphere (complete with ruined castles, fog enshrouded cemeteries, shadows and cobwebs), Gothic set design, strong acting, and suspense (especially the last 20 minutes) scared the bejeepers out of me and made a lasting impression It took me years to finally get a copy of the film for my collection. Since it was a French - Italian import, it wasn't a movie that showed up on the late show in Winnipeg. I couldn't quite remember the title (remember I didn't get to seen the beginning of the film and was scared witless), and to make matters worse, the film had been released under literally a dozen different movie titles (aka Danze Macabre, Coffin of Terror, Castle of Terror, Long Night of Terror, etc...) and the USA/UK working title ""Castle of Blood"" was very generic, similar to dozens of other ""b"" horror and suspense films, making it illusive. But thanks to the internet and perseverance, I found it at last! What a treat to finally watch the film in its entirety after so many years! It may not have had quite the sheer emotional impact that it did when I was a boy, but as haunted house movies go, it's stands up well and compares favourably to similar iconic films of the period such as ""The Haunting,"" ""The Innocents"" or ""Black Sunday,"" The film is a fine early effort of Italian director Antonio Margheriti. It stars 60's scream queen icon Barbara Steele and features a well written screenplay by Sergio Corbucci about a sceptical writer (Georges Riviere) who, on a bet, spends the night in haunted house and unsuspectingly becomes part of an annual ongoing ghostly story. The hypnotic Steele is well cast as the ghostly love interest - as is Arturo Dominici as Dr. Carmus, and Margarete Robsahm as Julia.<br /><br />Many of the tricks Margheriti employs to create the film's eerie atmosphere (cobwebs, creaking doors, fog, etc) are bound to seem cliché to a modern audience, but they work far more effectively in black and white than they ever could in modern day colour. Rather than using body counts and special effects, the film creates scares the old fashion way, relying on a good story, stylish direction, fine set production, interesting camera work, and strong acting performances. Margheriti does a marvellous job taking these elements and building the film's suspense as the horrifying paranormal secret of the house gradually reveals itself to the unwitting writer.<br /><br />The film is not without faults. The pace drags at the beginning of the film (ironically, the 20 minutes I originally missed). This is probably worsened by Synapse films effort to restore the film to its original length. Though fans will likely appreciate the chance to see the film restored - in terms of the intro - it may have been more of hindrance than a help. The English voice dubs are merely passable and, in the restored scenes, the language shifts from English to French (English subtitles provided) which is sure to be annoying to some viewers.<br /><br />However, Synapse Films deserves kudos for the quality of the print. Clearly some effort was put into its restoration and deservedly so.<br /><br />I enjoyed the film immensely and highly recommend it to aficionados of 60's Italian Goth films, or anyone who enjoys a good ghost story.<br /><br />Rob Rheubottom Winnipeg, MB Canada",1
449,"It's hard to believe an ""action"" packed Jet Li movie could be so boring, but this was transcendant trash. The plot is an amalgam of other Hong Kong chopsocky flicks. The martial arts action is all special effects and no human talent. <br /><br />It's a comic book story about a group of super-human soldiers who are to be killed because they're mentally unstable, one of their number (Li) who holds off an incompetent army to save them and rebuilds a life as a pacifist librarian. The saved killers resurface with an Austin Powers quality plot to take over the world, and Li sheds his new life to save the world.<br /><br />The version I saw was dubbed, and that may have accentuated the cheesiness of the wafer-thin plot and comic-book 25 cent special effects. But I suspect even Ninja-Turtle-watching 8-year olds would have found this juvenile and hollow.",0
450,"Although this film is somewhat sanitized (because it was made at a time when people just didn't talk about sex), it is an extremely helpful short film to show prepubescent girls so they know what to expect during menstruation. Not surprisingly, it was paid for by the Kotex company, though what may surprise many is that Disney made this film--as they made a lot of educational films during the 1940s-60s. However well made the film is, though, I think the film maker's missed a real opportunity. Instead of the nice female narrator's voice and the relatively bland visuals it would have been GREAT if they'd used Minnie Mouse and the rest of the Disney gang!! I know this would have given old Walt a heart attack, but wow that would have been a great film! By the way, although the notion of sex is barely hinted at in the film, it DOES adequately explain menstruation in general. However, it does lack some details (especially about intercourse) that I assume were included in the accompanying booklet.<br /><br />Now if only I can figure out why I watched a cartoon about menstruation.",1
451,"Not only is this a great African-American classic comedy, but one of many great American cult classics.I have recently purchased the collection edition of Rudy Ray Moore.If you love the old school karate movies and black comedies, this is for you! They don't make movies like these anymore. My entire family are movie buffs, so this site is an extreme help on solving many debates. I am deployed in Iraq right now. This helps me to stay connected to world that I know in the states. Thank you IMDb.I recommend this site to all my friends. Dolemite rules! Don't just take my word for it, check them out for yourself. Ten lines is a lot for commenting on one movie I think, but if it gets the point across, I'm all for it!",1
452,"This must have been one of the worst movies I have ever seen.<br /><br />I have to disagree with another commenter, who said the special effects were okay. I found them pretty bad: it just wasn't realistic and they were so fake that it just distracted from the actual story.<br /><br />Maybe that distraction is the reason that I did not fully understand the story. The archaeologists are looking for ""the set"". They do not bother to tell what set, or what is so special about it. That also makes it unclear why they search for it in California, while the intro of the movie takes place in ancient Egypt.<br /><br />If you're shooting a movie that takes place in the desert, take the effort to actually go to the desert. The beginning - the ancient ceremony - looks like it was shot inside a studio instead of a desert.<br /><br />The action-level was constant throughout the movie, no ups and downs, no climax. It made the movie look short, and that's certainly a pro for this particular movie.",0
